,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
1575,부의,16200.0,46600.0,0.7,3.0,0.01,0.01,3,3
1583,근조화환문구,1290.0,2720.0,5.0,51.3,0.41,2.0,15,3
1634,꽃배달,12900.0,65400.0,463.9,4329.2,3.82,7.05,15,3
1636,화환,17900.0,58000.0,342.8,1863.0,2.04,3.43,15,3
1637,근조화환,13100.0,42000.0,237.0,1716.0,1.89,4.31,15,3
1649,축하화환,5470.0,25900.0,120.8,1134.3,2.36,4.7,15,3
1651,꽃배달서비스,3370.0,10000.0,66.7,814.2,2.11,8.73,15,3
1656,FLOWER,1910.0,7570.0,0.8,2.9,0.05,0.05,15,3
1658,개업화분,9180.0,89000.0,170.0,1739.4,1.97,2.02,15,3
1664,꽃다발,6740.0,49500.0,57.5,1059.8,0.9,2.28,15,3
1666,결혼식화환,3490.0,10400.0,68.2,375.8,2.13,4.0,15,3
1668,당일꽃배달,2210.0,2500.0,13.7,138.0,0.67,5.94,15,3
1676,화분배달,2950.0,5570.0,32.8,227.8,1.19,4.25,15,3
1686,빼빼로데이,66000.0,405700.0,83.5,1958.0,0.13,0.49,15,3
1690,빼빼로데이선물,22800.0,124300.0,82.5,1506.3,0.37,1.22,15,3
1694,화한,2130.0,6290.0,25.7,186.0,1.28,3.17,15,3
1703,결혼화환,1250.0,3050.0,28.3,151.4,2.48,5.56,15,3
1706,개업화환,3520.0,11800.0,54.4,577.2,1.61,5.22,15,3
1718,출산선물,5880.0,31700.0,13.4,147.8,0.25,0.5,15,3
1726,근조,24300.0,82600.0,10.1,126.4,0.05,0.16,15,3
1745,하바리움,2080.0,8080.0,6.0,44.2,0.31,0.59,15,3
1747,화살나무,1900.0,23100.0,8.6,182.1,0.48,0.84,15,3
1748,작약,3950.0,24900.0,8.3,86.5,0.22,0.37,15,3
1752,장례화환,1430.0,9820.0,41.4,540.6,3.08,5.9,15,3
1762,장례식화환,1180.0,6090.0,14.3,128.1,1.28,2.24,15,3
1768,돈꽃다발,1260.0,9310.0,12.1,293.8,1.01,3.36,15,3
1771,갈대,4410.0,29500.0,3.9,3.3,0.1,0.02,15,3
1789,빼빼로데이이벤트,2800.0,10800.0,7.9,126.2,0.29,1.18,15,3
1795,수능선물추천,2560.0,16200.0,5.8,126.1,0.23,0.79,15,3
1816,결혼식화환문구,2380.0,5570.0,6.7,52.5,0.31,1.05,15,3
1819,부의,16200.0,46600.0,0.7,3.0,0.01,0.01,3,3
1839,빼빼로데이꽃,1020.0,5880.0,6.4,123.3,0.64,2.12,15,3
1856,결혼화환문구,1530.0,3180.0,5.3,33.0,0.38,1.15,15,3
1901,조의,7270.0,25900.0,1.1,8.1,0.02,0.04,15,3
1909,빼빼로선물,3030.0,18700.0,19.9,323.3,0.66,1.73,15,3
1911,빼빼로데이선물세트,1590.0,2190.0,5.0,104.0,0.34,4.76,15,3
1945,삼가고인의명복을빕니다,10600.0,71500.0,4.5,100.8,0.05,0.15,15,3
1949,칠순선물,1120.0,6430.0,2.9,51.7,0.27,0.87,15,3
1992,근조화환문구,1290.0,2720.0,5.0,51.3,0.41,2.0,15,3
1994,밸런타인데이,1170.0,1160.0,0.5,1.8,0.05,0.17,15,3
1996,여자친구선물,1940.0,9320.0,5.5,34.7,0.3,0.4,15,3
2003,부산요트투어,5070.0,35500.0,49.7,948.3,1.05,2.88,15,3
2005,부산가볼만한곳,25500.0,244600.0,56.6,2522.7,0.24,1.11,15,3
2020,부산해운대가볼만한곳,1760.0,12700.0,3.5,98.3,0.21,0.83,15,3
2022,부산더베이101,1400.0,7570.0,1.5,38.1,0.12,0.55,11,2
2043,국내여행추천,1460.0,5700.0,4.9,36.1,0.36,0.67,15,3
2054,부산관광,1750.0,4690.0,4.3,48.7,0.26,1.12,15,3
2073,부산야경,1340.0,9660.0,0.6,1.3,0.05,0.02,13,2
2074,부산여행코스,1730.0,4000.0,3.3,7.7,0.2,0.21,15,3
2077,부산데이트,1550.0,9020.0,4.1,66.7,0.29,0.79,15,3
2080,부산데이트코스,1250.0,7330.0,1.9,44.8,0.16,0.66,15,3
2089,부산축제,11800.0,71900.0,2.7,2.7,0.03,0.01,14,3
2095,관광지,2520.0,7870.0,1.5,36.8,0.07,0.51,15,3
2098,광안리놀거리,1930.0,19500.0,1.9,138.0,0.11,0.76,15,3
2103,부산관광지,2200.0,6750.0,1.4,8.7,0.07,0.14,15,3
2106,해운대놀거리,2490.0,25900.0,3.9,141.5,0.17,0.58,15,3
2109,부산여행지,1170.0,3560.0,0.6,4.3,0.06,0.13,15,3
2118,부산놀거리,4850.0,30500.0,7.9,195.5,0.18,0.69,15,3
2120,부산여행,14700.0,55100.0,25.7,329.9,0.19,0.64,15,3
2123,서면놀거리,2020.0,24500.0,3.7,100.8,0.2,0.45,15,3
2127,부산명소,1060.0,5450.0,0.5,14.2,0.05,0.28,15,3
2138,부산1박2일여행,1390.0,6100.0,3.1,52.2,0.24,0.91,15,3
2141,부산여행코스추천,2340.0,16300.0,4.5,215.3,0.2,1.41,15,3
2142,부산볼거리,1180.0,5640.0,1.9,22.7,0.18,0.44,15,3
2144,부산2박3일코스,1090.0,3600.0,1.0,14.0,0.11,0.42,14,3
2149,부산갈만한곳,1820.0,20200.0,2.4,105.8,0.14,0.57,15,3
2150,부산해운대,4120.0,18600.0,1.9,65.3,0.05,0.39,15,3
2154,부산광안리,3210.0,14100.0,5.2,44.7,0.18,0.35,8,2
2156,부산혼자여행,1130.0,5370.0,1.4,7.3,0.14,0.15,14,3
2172,국내혼자여행하기좋은곳,1840.0,8440.0,3.1,39.1,0.18,0.51,15,3
2174,국내여행지추천,155900.0,31100.0,208.9,181.9,0.15,0.63,15,3
2175,남포동놀거리,1050.0,12400.0,2.4,53.7,0.25,0.47,9,2
2184,부산근교가볼만한곳,1180.0,13600.0,3.1,106.8,0.29,0.87,15,3
2190,유람선,1850.0,7840.0,1.4,19.3,0.09,0.28,15,3
2191,요트,3130.0,13400.0,16.1,131.5,0.55,1.06,15,3
2197,기장가볼만한곳,3190.0,48600.0,5.7,347.3,0.2,0.77,15,3
2198,국내여행지,4110.0,12500.0,5.5,12.3,0.15,0.11,15,3
2213,국내여행,8440.0,35500.0,50.7,556.5,0.64,1.67,15,3
2227,범일동맛집,1680.0,12800.0,3.7,28.7,0.24,0.24,9,2
2235,부산기장맛집,2580.0,28300.0,5.7,193.3,0.24,0.74,15,3
2243,부산송정맛집,2390.0,29200.0,5.3,41.3,0.24,0.16,5,2
2260,송정맛집,2490.0,38000.0,3.1,55.6,0.14,0.16,13,2
2262,양산가볼만한곳,2580.0,47200.0,8.7,367.3,0.37,0.87,15,3
2263,양산맛집,6080.0,75100.0,16.6,1011.9,0.3,1.48,15,3
2289,전곡항,2740.0,15200.0,9.5,179.3,0.38,1.33,12,3
2297,김포가볼만한곳,2820.0,42000.0,4.9,354.0,0.2,0.93,15,3
2320,YACHT,1160.0,4630.0,0.2,0.0,0.02,0.0,15,3
2324,데이트팝,1230.0,2680.0,0.0,1.0,0.0,0.05,1,2
2334,한강라면,1350.0,10300.0,2.8,58.3,0.23,0.62,14,3
2338,새빛둥둥섬,1060.0,3870.0,3.0,6.0,0.31,0.18,1,2
2339,서울관광지,1400.0,4510.0,0.5,1.7,0.04,0.04,15,3
2340,서울구경,1040.0,5940.0,0.5,3.0,0.06,0.06,11,2
2344,서울야경,2340.0,14700.0,0.0,0.3,0.0,0.01,3,3
2360,한강유람선,4980.0,42000.0,8.4,234.0,0.19,0.69,14,3
2395,안성가볼만한곳,2850.0,38600.0,5.3,210.8,0.2,0.61,15,3
2396,부산시티투어버스,3310.0,17500.0,10.9,256.3,0.36,1.59,15,3
2397,문화상품권,40100.0,87000.0,63.4,1017.7,0.17,1.26,15,3
2410,신세계상품권,14200.0,95100.0,94.2,1242.6,0.7,1.41,15,3
2414,기프티콘,14900.0,50000.0,125.9,429.4,0.89,0.94,15,3
2415,모바일문화상품권,1340.0,5170.0,6.1,70.0,0.49,1.46,15,3
2421,문화상품권구매,2440.0,9190.0,29.9,334.4,1.31,3.9,15,3
2423,컬쳐캐쉬,1720.0,4730.0,1.5,23.7,0.1,0.54,15,3
2428,문상,3720.0,17500.0,5.1,83.8,0.15,0.52,15,3
2430,신세계상품권구매,2000.0,9600.0,33.2,331.8,1.76,3.66,15,3
2431,온라인문화상품권,1130.0,3970.0,4.2,56.0,0.39,1.51,15,3
2432,컬쳐랜드문화상품권,13500.0,40700.0,9.4,169.3,0.08,0.46,15,3
2434,스타벅스쿠폰,2200.0,11400.0,21.1,249.4,1.02,2.35,15,3
2435,신세계모바일상품권,1280.0,7300.0,11.7,111.0,0.97,1.63,15,3
2441,도서문화상품권,6840.0,9250.0,2.7,36.0,0.05,0.42,15,3
2450,문화상품권3만원,1130.0,2270.0,2.9,20.7,0.28,0.98,15,3
2451,백화점상품권,1510.0,5840.0,14.2,123.8,0.98,2.27,15,3
2454,기프트카드,3090.0,15600.0,10.7,151.0,0.37,1.04,15,3
2457,신세계백화점상품권,2550.0,11100.0,13.6,145.5,0.56,1.41,15,3
2460,모바일상품권,1730.0,8620.0,34.4,206.6,2.08,2.59,15,3
2463,주유상품권,1150.0,7480.0,10.9,219.0,0.99,3.12,15,3
2466,이마트상품권,2400.0,15700.0,9.6,187.3,0.43,1.3,15,3
2471,해피머니상품권,12400.0,28100.0,8.6,119.0,0.08,0.46,15,3
2475,스타벅스기프티콘,4350.0,25400.0,53.9,530.4,1.33,2.27,15,3
2512,해피머니사용처,1500.0,7600.0,1.9,7.9,0.14,0.12,15,3
2514,해피머니상품권사용처,1050.0,3590.0,0.8,0.0,0.08,0.0,13,2
2516,문화상품권사용처,4960.0,31200.0,6.1,177.5,0.13,0.61,15,3
2520,컬쳐랜드5만원,1560.0,3210.0,2.8,35.3,0.2,1.18,15,3
2535,북앤라이프도서문화상품권,2120.0,4990.0,3.1,34.8,0.16,0.74,15,3
2653,이마트할인,2190.0,11600.0,0.3,0.3,0.02,0.01,15,3
2661,도서상품권,1580.0,3290.0,2.5,30.3,0.17,0.98,15,3
2707,문화상품권10만원,1530.0,2550.0,8.6,67.1,0.59,2.81,15,3
2712,올리브영상품권,1200.0,7510.0,4.8,89.7,0.42,1.26,14,3
2727,신세계상품권사용처,7470.0,58700.0,9.6,637.3,0.14,1.17,14,3
2734,신세계상품권모바일교환권,1650.0,10900.0,9.8,118.5,0.63,1.16,15,3
2740,신세계상품권교환,1270.0,7230.0,6.7,92.8,0.57,1.39,15,3
2793,온누리상품권구매,2010.0,6250.0,6.7,124.5,0.35,2.11,12,2
2810,CJ기프트카드,1320.0,6510.0,6.1,57.6,0.5,0.94,14,3
2811,기념품샵,1240.0,2890.0,57.5,128.9,4.87,4.82,15,3
2816,올리브영기프트카드,1430.0,12000.0,3.9,74.3,0.29,0.65,15,3
2838,켤쳐랜드,1280.0,1300.0,0.0,0.0,0.0,0.0,3,3
2839,현대백화점상품권,2370.0,11400.0,8.7,145.5,0.39,1.38,15,3
2843,화환,17900.0,58000.0,342.8,1863.0,2.04,3.43,15,3
2844,근조화환,13100.0,42000.0,237.0,1716.0,1.89,4.31,15,3
2845,축하화환,5470.0,25900.0,120.8,1134.3,2.36,4.7,15,3
2846,개업화분,9180.0,89000.0,170.0,1739.4,1.97,2.02,15,3
2847,결혼식화환,3490.0,10400.0,68.2,375.8,2.13,4.0,15,3
2848,꽃배달서비스,3370.0,10000.0,66.7,814.2,2.11,8.73,15,3
2849,당일꽃배달,2210.0,2500.0,13.7,138.0,0.67,5.94,15,3
2853,화분배달,2950.0,5570.0,32.8,227.8,1.19,4.25,15,3
2854,개업화환,3520.0,11800.0,54.4,577.2,1.61,5.22,15,3
2856,꽃다발,6740.0,49500.0,57.5,1059.8,0.9,2.28,15,3
2857,화한,2130.0,6290.0,25.7,186.0,1.28,3.17,15,3
2868,빼빼로데이,66000.0,405700.0,83.5,1958.0,0.13,0.49,15,3
2873,빼빼로데이선물,22800.0,124300.0,82.5,1506.3,0.37,1.22,15,3
2893,결혼화환,1250.0,3050.0,28.3,151.4,2.48,5.56,15,3
2903,출산선물,5880.0,31700.0,13.4,147.8,0.25,0.5,15,3
2918,근조,24300.0,82600.0,10.1,126.4,0.05,0.16,15,3
2925,작약,3950.0,24900.0,8.3,86.5,0.22,0.37,15,3
2927,하바리움,2080.0,8080.0,6.0,44.2,0.31,0.59,15,3
2930,화살나무,1900.0,23100.0,8.6,182.1,0.48,0.84,15,3
2935,돈꽃다발,1260.0,9310.0,12.1,293.8,1.01,3.36,15,3
2955,장례화환,1430.0,9820.0,41.4,540.6,3.08,5.9,15,3
2958,장례식화환,1180.0,6090.0,14.3,128.1,1.28,2.24,15,3
2963,갈대,4410.0,29500.0,3.9,3.3,0.1,0.02,15,3
2965,수능선물추천,2560.0,16200.0,5.8,126.1,0.23,0.79,15,3
2973,빼빼로데이이벤트,2800.0,10800.0,7.9,126.2,0.29,1.18,15,3
3011,빼빼로데이꽃,1020.0,5880.0,6.4,123.3,0.64,2.12,15,3
3018,부의,16200.0,46600.0,0.7,3.0,0.01,0.01,3,3
3021,결혼식화환문구,2380.0,5570.0,6.7,52.5,0.31,1.05,15,3
3063,결혼화환문구,1530.0,3180.0,5.3,33.0,0.38,1.15,15,3
3098,조의,7270.0,25900.0,1.1,8.1,0.02,0.04,15,3
3135,빼빼로데이선물세트,1590.0,2190.0,5.0,104.0,0.34,4.76,15,3
3138,칠순선물,1120.0,6430.0,2.9,51.7,0.27,0.87,15,3
3155,빼빼로선물,3030.0,18700.0,19.9,323.3,0.66,1.73,15,3
3166,여자친구선물,1940.0,9320.0,5.5,34.7,0.3,0.4,15,3
3171,삼가고인의명복을빕니다,10600.0,71500.0,4.5,100.8,0.05,0.15,15,3
3179,제주스냅,1650.0,14100.0,7.3,51.0,0.47,0.38,15,3
3209,스냅사진,1840.0,7930.0,5.6,57.3,0.32,0.77,15,3
3315,제주도핫플,1010.0,3660.0,1.1,0.7,0.12,0.02,14,3
3318,제주서쪽가볼만한곳,2610.0,19100.0,1.9,96.8,0.08,0.55,15,3
3321,제주도서귀포가볼만한곳,1710.0,8880.0,1.7,61.0,0.11,0.74,15,3
3322,제주도서쪽코스,2520.0,9400.0,1.6,3.7,0.07,0.05,14,3
3326,제주여행코스,1350.0,6240.0,2.6,42.3,0.21,0.74,15,3
3328,제주가볼만한곳,9620.0,114500.0,38.3,1210.0,0.43,1.14,15,3
3360,제주금오름,1400.0,5390.0,0.0,0.3,0.0,0.01,3,3
3389,서귀포가볼만한곳,3010.0,38200.0,3.7,241.1,0.13,0.66,15,3
3409,대관,2400.0,4760.0,7.3,5.1,0.33,0.12,15,3
3422,제주동쪽가볼만한곳,2690.0,21400.0,2.9,54.0,0.12,0.28,15,3
3442,웨딩스튜디오,1160.0,3960.0,8.4,55.6,0.76,1.51,15,3
