,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
5080,초등학생책상,3220.0,17200.0,25.1,363.1,0.82,2.2,15,3
5081,학생책상,1310.0,7340.0,15.9,199.1,1.28,2.9,15,3
5083,작업대,3160.0,4520.0,45.1,71.1,1.52,1.69,15,3
5101,어린이책상,1740.0,12300.0,19.5,277.1,1.17,2.38,15,3
5143,이케아테이블,1330.0,8760.0,2.4,49.5,0.19,0.61,15,3
5208,아이방꾸미기,1090.0,6470.0,4.0,57.9,0.39,0.95,15,3
5235,데스커책상,6090.0,46000.0,13.7,183.1,0.24,0.43,15,3
5247,서울대의자,2250.0,10300.0,8.7,90.3,0.41,0.93,15,3
5250,후드,6830.0,36000.0,9.3,22.0,0.15,0.07,15,3
5266,실험실,1390.0,1350.0,5.0,9.1,0.38,0.72,15,3
5292,HOOD,1500.0,5440.0,0.9,0.3,0.07,0.01,15,3
5294,모니터암,25900.0,36500.0,103.1,462.5,0.42,1.34,15,3
5305,책상선반,1860.0,4210.0,3.0,24.0,0.18,0.61,15,3
5334,수납함,3380.0,10700.0,9.5,113.7,0.3,1.14,15,3
5351,좌식책상,1830.0,7250.0,5.7,68.5,0.34,1.01,15,3
5360,상판,1020.0,3090.0,3.0,17.5,0.32,0.61,15,3
5384,안전발판,1200.0,1490.0,17.9,40.1,1.57,2.91,15,3
5388,건조대,2220.0,10300.0,3.2,86.1,0.16,0.89,15,3
5454,매트리스커버,5340.0,32400.0,39.4,605.1,0.79,2.01,15,3
5455,침대커버,4020.0,38100.0,27.5,316.2,0.73,0.87,15,3
5457,침구세트,2120.0,10300.0,33.9,244.6,1.71,2.55,15,3
5458,베개커버,5190.0,40300.0,26.7,479.4,0.55,1.28,15,3
5460,침구,2170.0,5980.0,30.5,113.6,1.5,2.04,15,3
5465,호텔침구,2000.0,6920.0,23.9,162.5,1.26,2.55,15,3
5473,침실인테리어,1050.0,3700.0,2.7,27.1,0.27,0.79,15,3
5476,토퍼커버,1080.0,6940.0,10.8,119.8,1.07,1.86,15,3
5478,침대패드,4820.0,33200.0,39.3,596.4,0.87,1.94,15,3
5488,이불,16700.0,95100.0,196.1,2132.7,1.24,2.42,15,3
5539,매트리스방수커버,2000.0,9320.0,5.4,121.0,0.29,1.4,15,3
5540,방수커버,1150.0,5920.0,2.5,65.3,0.23,1.19,15,3
5689,호텔이불,1700.0,8930.0,13.9,165.6,0.87,1.99,15,3
5722,스프레드시트,8460.0,7150.0,1.9,1.3,0.03,0.02,14,3
5768,패드,4640.0,17900.0,4.5,69.6,0.11,0.42,15,3
5795,수선,3450.0,27500.0,1.5,3.3,0.05,0.02,15,3
5801,방수패드,1980.0,19200.0,5.4,218.3,0.3,1.21,15,3
5843,알러지케어이불,1680.0,11700.0,32.3,478.6,2.01,4.34,15,3
5844,이불세트,3220.0,20300.0,41.5,496.1,1.37,2.62,15,3
5851,이불브랜드,1620.0,8610.0,26.5,216.4,1.75,2.71,15,3
5888,극세사이불,11400.0,85500.0,162.2,2107.0,1.51,2.65,15,3
5896,메밀베개,1290.0,8370.0,6.5,133.5,0.53,1.72,15,3
5920,캠핑이불,2420.0,14300.0,22.7,327.1,1.01,2.46,15,3
